,Report Author,Source,Short Source,U5 Population ('000s)
474,National Statistics Office,"Malawi demographic and health survey 1992. Demographic and Health Surveys. National Statistics Office. Zomba, Malawi, 1993 (and additional analysis).",DHS,1800.342
475,Ministry of Economic Planning and Development.,"Malawi social indicators survey 1995. MICS surveys. National Statistical Office and the Centre for Social Research. Lilongwe, Malawi, 1996 (and additional analysis).",MICS,1776.769
476,Government of Malawi.,"A relative profile of poverty in Malawi, 1998: A quintile-based poverty analysis of the Malawi integrated household survey, 1997-98. Poverty Monitoring System (and additional analysis).",LSMS,1892.134
477,National Statistical Office and ORC Macro.,"Malawi demographic and health survey 2000. Demographic and Health Surveys. Zomba, Malawi and Calverton, Maryland, USA: National Statistical Office and ORC Macro, 2001 (and additional analysis).",DHS,2013.864
478,National Statistical Office (NSO) - Government of Malawi,Malawi 2002 Core Welfare Indicators Questionnaire Survey,CWIQ,2132.152
479,"National Statistical Office (NSO) [Malawi], and ORC Macro.","Malawi demographic and health survey 2004. Demographic and Health Surveys. Calverton, Maryland: NSO and ORC Macro, 2005 (and additional analysis).",DHS,2229.02
480,National Statistical Office and UNICEF.,"Malawi multiple indicator cluster survey 2006, Final report. Lilongwe, Malawi: National Statistical Office and UNICEF, 2008. http://www.childinfo.org/mics3_surveys.html accessed 6 February 2009 (and additional analysis).",MICS,2357.654
481,"Department of Nutrition, HIV and AIDS in the Office of President and Cabinet (DHNA-OPC), Ministry of Health (MOH), National Statistics Office (NSO),","UNICEF and CDC. The national micronutrient survey 2009. Lilongwe, Malawi: Ministry of Health, UNICEF, Irish Aid and CDC, 2011.",Other,2572.697
482,National Statistical Office (NSO) and ICF Macro.,"Malawi demographic and health survey 2010. Demographic and Health Surveys. Zomba, Malawi, and Calverton, Maryland, USA: NSO and ICF Macro. 2011 (and additional analysis).",DHS,2632.444
483,National Statistical Office.,"Malawi MDG endline survey 2014. Final Report. Zomba, Malawi: National Statistical Office, 2014 (and additional analysis)",MICS,2758.829
484,"National Statistical Office (NSO), Malawi; ICF. 2017","Malawi Demographic and Health Survey 2015-16. Zomba, Malawi, and Rockville, Maryland, USA. NSO and ICF (and additional analysis)",DHS,2777.065
485,"Lilongwe University of Agriculture and Natural Resources (LUANAR); Ministry of Health, UNIMA, UNICEF",Report of the Seven Nutrition Surveys Conducted in Flood Affected Livelihood Zones of Malawi - Assessment Period November - December 2016,SMART,2781.814
486,"Lilongwe University of Agriculture and Natural Resources (LUANAR); Ministry of Health, UNIMA, UNICEF",Report of the Seven Nutrition Surveys Conducted in Flood Affected Livelihood Zones of Malawi - Assessment Period April - May 2016,SMART,2781.814
487,"Lilongwe University of Agriculture and Natural Resources (LUANAR); Ministry of Health, UNIMA, UNICEF",Report of the Seven Nutrition Surveys Conducted in Flood Affected Livelihood Zones of Malawi - Assessment Period May 2017,SMART,2801.736
488,"Lilongwe University of Agriculture and Natural Resources (LUANAR); Ministry of Health, UNIMA, UNICEF",Report of the Seven Nutrition Surveys Conducted in Flood Affected Livelihood Zones of Malawi - Assessment Period January - February 2018,SMART,2835.168
489,Ministry of Health.,"Annual reports, 1990-1993. Family Health Information System. Information and Documentation Unit. Kuala Lumpur, Malaysia, 1994 (and additional analysis).",Surveillance,2437.331
490,Ministry of Health.,"Annual reports, 1990-1993. Family Health Information System. Information and Documentation Unit. Kuala Lumpur, Malaysia, 1994 (and additional analysis).",Surveillance,2468.663
491,Ministry of Health.,"Annual reports, 1990-1993. Family Health Information System. Information and Documentation Unit. Kuala Lumpur, Malaysia, 1994 (and additional analysis).",Surveillance,2500.097
492,Ministry of Health.,"Annual reports, 1990-1993. Family Health Information System. Information and Documentation Unit. Kuala Lumpur, Malaysia, 1994 (and additional analysis).",Surveillance,2532.239
493,Ministry of Health.,"Annual reports, 1994 and 1995. Family Health Information System. Division of Family Health Development. Kuala Lumpur, Malaysia, 1996 (and additional analysis).",Surveillance,2564.671
494,Ministry of Health.,"Annual reports, 1994 and 1995. Family Health Information System. Division of Family Health Development. Kuala Lumpur, Malaysia, 1996 (and additional analysis).",Surveillance,2595.647
495,Somsiah Parman.,"A study of malnutrition in under five children in Malaysia. Kuala Lumpur, Malaysia: Ministry of Health, 2000 (and additional analysis).",Other,2684.759
496,"Khor GL, Noor Safiza MN, Jamalludin AB, Jamaiyah H, Geeta A, Kee CC et al.","Nutritional status of children below five years in Malaysia: Anthropometric analyses from the third national health and morbidity survey III (NHMS, 2006). Malaysian Journal of Nutrition 2009;15:121-36.",Other,2490.847
497,Institute for Public Health (IPH),"National Health and Morbidity Survey 2015 (NHMS 2015). Vol. II: Non-Communicable Diseases, Risk Factors & Other Health Problems. Kuala Lumpur, Malaysia: IPH, 2015.",Other,2504.056
498,Institute of Public Health,National Health and Morbidity Survey 2015 (NHMS 2016),Other,2553.619
499,Ministry of Health and Welfare.,"Nutritional status and child feeding practices of Maldivian children. Department of Public Health. Male, Maldives, 1994.",Other,41.015
500,United Nations Children's Fund.,"Maldives multiple indicator survey report (MICS). United Nations Children's Fund. MalÃ©, Maldives, June 1996 (and additional analysis).",MICS,39.913
501,Ministry of Planning and National Development and United Nations Development Programme.,"Vulnerability and poverty assessment 1998. Male', Republic of Maldives, 1999 (and additional analysis).",Other,36.61
502,Damodar Sahu.,"Multiple indicator cluster survey (MICS 2) Maldives (draft). Ministry of Health. Male, Republic of Maldives, 2001 (and additional analysis).",MICS,30.18
503,Ministry of Health and Family (MOHF) [Maldives] and ICF Macro.,"Maldives demographic and health survey 2009. Demographic and Health Surveys. Calverton, Maryland: MOHF and ICF Macro, 2010 (and additional analysis).",DHS,32.509
504,"TraorÃ© B, KonatÃ¨ M, Stanton C.","EnquÃªte dÃ©mographique et de santÃ© au Mali, 1987. Demographic and Health Surveys. Bamako, Mali, 1989 (and additional analysis).",DHS,1502.531
505,"Coulibaly S, Dicko F, TraorÃ© SM, SidibÃ© O, Seroussi M, BarrÃ¨re B.","EnquÃªte demographique et de santÃ© Mali 1995-1996. Demographic and Health Surveys. Cellule de Planification et de Statistique. Bamako, Mali, 1996 (and additional analysis).",DHS,1863.183
506,"Cellule de Planification et de Statistique du MinistÃ¨re de la SantÃ© (CPS/MS), Direction Nationale de la Statistique et de l'Informatique (DNSI), ORC.","EnquÃªte dÃ©mographique et de santÃ© au Mali 2001. Demographic and Health Surveys. Calverton, Maryland, USA: CPS/MS, DNSI et ORC Macro, 2002 (and additional analysis).",DHS,2140.554
507,"Cellule de Planification et de Statistique du MinistÃ¨re de la SantÃ© (CPS/MS), Direction Nationale de la Statistique et de l'Informatique du MinistÃ¨re","de l'Ã‰conomie, de l'Industrie et du Commerce (DNSI/MEIC) et Macro International Inc. EnquÃªte dÃ©mographique et de santÃ© du Mali 2006. DHS. Calverton, Maryland, USA: CPS/DNSI et Macro International Inc., 2007 (and additional analysis).",DHS,2570.891
508,"Cellule de Planification et de Statistique du secteur santÃ©, dÃ©veloppement social et la promotion de la famille (CPS/SSDSPF), Institut National de la Statistique (INSTAT)","EnquÃªte par Grappes Ã  Indicateurs Multiples 2009 - 2010, Rapport final, Bamako Mali, 2011 (and additional analysis)",MICS,2928.051
509,Institut National de la Statistique,"EnquÃªte par Grappes Ã  Indicateurs Multiples au Mali (MICS-Mali), 2015, RÃ©sultats clÃ©s. Bamako, Mali, INSTAT (and additional analysis)",MICS,3269.549
510,"Institut National de la Statistique (INSTAT), Cellule de Planification et de Statistique Secteur SantÃ©-DÃ©veloppement Social et Promotion de la Famille (CPS/SS-DS-PF) et ICF","EnquÃªte DÃ©mographique et de SantÃ© au Mali 2018. Bamako, Mali et Rockville, Maryland, USA : INSTAT, CPS/SS-DS-PF et ICF",DHS,3460.191
511,"Republic of the Marshall Islands Ministry of Health and Human Services, RMI Economic, Policy Planning and Statistics Office and UNICEF","Republic of the Marshall Islands Integrated Child Health and Nutrition Survey 2017, Final Report. Majuro, Republic of the Marshall Islands: RMI Ministry of Health and Human Services, RMI Economic, Policy Planning and Statistic Office, 2017 (and additional analysis)",MICS-Style,1
512,Elder JA.,"The socio-economic determinants of nutritional status among children under five in Mauritania. Social Dimensions of Adjustment Surveys. Washington D.C.: The World Bank, 1990 (and additional analysis).",Other,338.292
513,Ministry of Planning,"Mauritania maternal and child health survey 1990-91 (MMCHS). PAPCHILD Surveys. Nouakchott, Islamic Republic of Mauritania; 1992 (and additional analysis).",PAPFAM,353.349
514,"MinistÃ¨re du Plan, Direction des Ressources Humaines.","EnquÃªte nationale sur les indicateurs des objectifs Ã  mi-terme en Mauritanie (MICS). Nouakchott, RÃ©publique Islamique de Mauritanie, 1996 (and additional analysis).",MICS,395.865
515,Office National de la Statistique (ONS) [Mauritania] et ORC Macro.,"EnquÃªte dÃ©mographique et de santÃ© Mauritanie 2000-2001. Demographic and Health Surveys. Calverton, Maryland, USA: ONS et ORC Macro, 2001 (and additional analysis).",DHS,432.584
516,Office National de la Statistique (ONS) and UNICEF.,"Mauritanie, enquÃªte par grappes Ã  indicateurs multiples 2007. Nouakchott, Mauritania: ONS and UNICEF, 2008 (and additional analysis).",MICS,511.303
517,"ANED, Office National de la Statistique (ONS) et UNICEF.","EnquÃªte rapide nationale sur la nutrition et survie de l'enfant en Mauritanie: Rapport final. Nouakchott, Mauritanie: ANED, ONS et UNICEF, 2008 (and additional analysis).",SMART,523.917
518,Office National de la Statistique (ONS).,"Suivi de la situation des femmes et des enfants. EnquÃªte par grappes Ã  indicateurs multiples (MICS) 2011: Rapport final. Nouakchott, Mauritanie: ONS, 2012 (and additional analysis)",MICS,567.356
519,"MinistÃ¨re de la SantÃ©, Office Nationale de la Statistique et UNICEF.","EnquÃªte nutritionnelle nationale utilisant la mÃ©thodologie SMART: RÃ©sultats prÃ©liminaires. Nouakchott, Mauritanie, Juillet 2012 (and additional analysis).",SMART,583.142
520,"Lâ€™Office National de la Statistique, Nouakchott, Mauritanie","Mauritanie EnquÃªte par Grappes Ã  Indicateurs Multiples (MICS) 2015 - Rapport Final, Mars 2017 (and additional analysis)",MICS,628.482
521,Le MinistÃ¨re de la SantÃ©; lâ€™UNICEF,Rapport de lâ€™enquÃªte nutritionnelle nationale SMART Aout 2018,SMART,668.659
522,Ministry of Health.,"Mauritius national nutrition survey 1985: summary report. Evaluation and Nutrition Unit. Port Louis, Mauritius, 1988 (and additional analysis).",NNS,104.34
523,Ministry of Health.,"A survey on nutrition in Mauritius and Rodrigues, 1995 (final report). Port Louis, Mauritius, 1996 (and additional analysis).",NNS,111.01
524,"Sepulveda AJ, Lezana MA, Tapia Conyer R, Valdespino IL, Madrigal H, Kumate J.",Estado nutricional de preescolares y las mujeres en Mexico: resultados de una encuesta probabilistica nacional. Gaceta Medica de Mexico 1990;126:207-226 (and additional analysis).,NNS,11342.633
525,"Instituto de la Nutricion 'Salvador Zubiran'. Comision Nacional de Alimentacion. Division de Nutricion, INNSZ.","Encuesta nacional de alimentacion en el medio rural, 1989 (ENAL). Instituto de la Nutricion 'Salvador Zubiran'. Comision Nacional de Alimentacion. Division de Nutricion, INNSZ. Tlalpan, Mexico, D.F, 1990 (and additional analysis).",Other,11444.17
526,"Avila Curiel A, Shamah Levy T, Galindo Gomez C, Rodriguez Hernandez G, Barragan Heredia LM.",La desnutricion infantil en el medio rural mexicano. Salud Publica de Mexico 1998;40:150-160.,Other,11489.28
527,Instituto Nacional de Salud Publica,"Encuesta nacional de nutricion 1999. Tomo 1: Resultados, niÃ±os menores de 5 aÃ±os. Instituto Nacional de Salud Publica. Cuernavaca, Mexico, 2000 (and additional analysis).",NNS,11456.848
528,"Olaiz-FernÃ¡ndez G, Rivera-Dommarco J, Shamah-Levy T, Rojas R, Villalpando-HernÃ¡ndez S, HernÃ¡ndez-Avila M, et al.","Encuesta nacional de salud y nutriciÃ³n 2006. Cuernavaca, MÃ©xico: Instituto Nacional de Salud PÃºblica, 2006 (and additional analysis).",Other,11394.496
529,"GutiÃ©rrez JP, Rivera-Dommarco J, Shamah-Levy T, Villalpando-HernÃ¡ndez S, Franco A, Cuevas-Nasu L, et al.","Encuesta nacional de salud y nutriciÃ³n 2012. Resultados nacionales. Cuernavaca, MÃ©xico: Instituto Nacional de Salud PÃºblica, 2012 (and additional analysis).",Other,11170.676
530,Instituto Nacional de Salud PÃºblica; UNICEF MÃ©xico,"Encuesta Nacional de NiÃ±os, NiÃ±as y Mujeres 2015 - Encuesta de Indicadores MÃºltiples por Conglomerados 2015, Informe Final. Ciudad de MÃ©xico, MÃ©xico: Instituto Nacional de Salud PÃºblica y UNICEF MÃ©xico (and additional analysis)",MICS,11234.088
531,Instituto Nacional de Salud PÃºblica,"Encuesta nacional de salud y nutriciÃ³n 2016. Cuernavaca, MÃ©xico: Instituto Nacional de Salud PÃºblica, 2016 (and additional analysis)",Other,11264.091
532,Kachondham Y.,"Report of a consultancy on the Mongolian Child Nutrition Survey. Institute of Nutrition. Nakornpathom, Thailand, 1992 (and additional analysis).",Other,326.28
533,Kachondham Y.,"Report on the 2nd national child and nutrition survey, Mongolia 1999. Institute of Nutrition and Faculty of Medicine, Ramathibodi Hospital, Mahidol University, Thailand, 2000 (and additional analysis).",NNS,239.366
534,National Statistics Office,"Mongolia child and development survey - 2000 (MICS-2): National report 2001. Ulaanbaatar, Mongolia: National Statistics Office, 2001 (and additional analysis).",MICS,233.94
535,"Nutrition Research Center, Ministry of Health (Mongolia) and Unicef -Mongolia.","Nutritional status of Mongolian children and women: 3rd National nutrition survey report. Ulaanbaatar, Mongolia, 2006.",NNS,218.903
536,National Statistical Office and UNICEF.,"Mongolia ""Child and Development 2005"" survey (MICS-3), final report. Ulaanbaatar, Mongolia, 2007 (and additional analysis).",MICS,221.602
537,"Public Health Institute, Nutrition Research Centre (NRC).","Population nutrition status. Fourth national survey report. Ulaanbaatar, Mongolia: NTC, 2013 (and additional analysis).",NNS,283.893
538,National Statistical Office.,"Social indicator sample survey 2013 (MICS). Final Report.Ulaanbaatar, Mongolia: National Statistical Office, 2014.",MICS,338.989
539,"MInistry of Health, Mongolia; National Center for Public Health; UNICEF Mongolia","Nutrition Status of the Population of Mongolia: Fifth National Nutrition Survey Report, Ulanbaatar, Mongolia 2017 (and additional analysis)",NNS,374.176
540,NSO,"Social Indicator Sample Survey-2018, Survey Findings Report. Ulaanbaatar, Mongolia: National Statistical Office of Mongolia",MICS,380.273
541,Statistical Office of Montenegro (MONSTAT) and Strategic Marketing Research Agency (SMMRI).,"Montenegro multiple indicator cluster survey 2005, Final report. Podgorica, Montenegro: MONSTAT, SMMRI and UNICEF, 2006. (and additional analysis).",MICS,40.301
542,Statistical Office of Montenegro (MONSTAT) and UNICEF.,"2013 Montenegro multiple indicator cluster survey and 2013 Montenegro Roma settlements multiple indicator cluster survey, (MICS): Final Report. Podgorica, Montenegro: MONSTAT and UNICEF, 2014 (and additional analysis)",MICS,38.348
543,"Azelmat M, Ayad M, Belhachmi H.","EnquÃªte national sur la planification familiale, la fÃ©conditÃ© et la santÃ© de la population au Maroc (ENPS) 1987. Demographic and Health Surveys. MinistÃ¨re de la SantÃ© Publique. Rabat, Maroc, 1989 (and additional analysis).",DHS,3530.682
544,"Azelmat M, Ayad M, Housni El A.","EnquÃªte nationale sur la population et la santÃ© (ENPS-II) 1992. Demographic and Health Surveys. Rabat, Royaume du Maroc, 1993 (and additional analysis).",DHS,3320.972
545,MinistÃ¨re de la SantÃ© (Maroc) and Ligue of Arab States.,"EnquÃªte de santÃ© materno-infantil sur la population Marocaine 1996-97. Pan Arab project for child development (PAPCHILD). Rabat, Maroc, 2000 (and additional analysis).",PAPFAM,3281.966
546,"MinistÃ¨re de la SantÃ© [Maroc], ORC Macro, et Ligue des Etats Arabes.","EnquÃªte dur la population et la santÃ© familiale (EPSF) 2003-2004. Demographic and Health Surveys. Calverton, Maryland, USA: MinistÃ¨re de la SantÃ© et ORC Macro, 2005 (and additional analysis).",DHS,3030.272
547,"MinistÃ¨re de la SantÃ©, Direction de la Planification et des Ressources FinanciÃ¨res, Division de la Planification et des Etudes, Service des Etudes et","EnquÃªte nationale sur la population et la santÃ© familiale (ENPSF) 2010-2011. Rapport prÃ©liminaire. Rabat, Royaume de Maroc: MinistÃ¨re de la SantÃ©, 2012 (and additional analysis).",PAPFAM,3213.681
548,"Direction de la Planification et des Ressources Financieres, Division de la Planification et des Etudes",EnquÃªte Nationale sur la Population et la SantÃ© Familiale (ENPSF) -2017-2018,PAPFAM,3487.63
549,Government of Mozambique and United Nations Children's Fund.,"Multiple indicator cluster survey Mozambique - 1995. MICS Surveys. Ministry of Planning and Finance. Maputo, Mozambique, 1996 (and additional analysis).",MICS,2721.931
550,Instituto Nacional de Estatistica.,"MoÃ§ambique inquÃ©rito demogrÃ¡fico e de saude 1997. Demographic and Health Surveys. Instituto Nacional de Estatistica. Maputo, MoÃ§ambique, 1998 (and additional analysis).",DHS,2917.468
551,"Ministerio da Saude, Instituto Nacional de Estatistica [MoÃ§ambique].","Questionario de indicadores basicos de bem-estar (QUIBB): Relatorio final. Maputo, MoÃ§ambique: Instituto Nacional de Estadisticas, 2001 (and additional analysis).",Other,3278.055
552,"Instituto Nacional de EstatÃ­stica, MinistÃ©rio da SaÃºde [MoÃ§ambique], and Measure DHS/ORC Macro.","MoÃ§ambique inquÃ©rito demogrÃ¡fico e de saÃºde 2003. Demographic and Health Surveys. Calverton, Maryland, USA: Instituto Nacional de EstatÃ­stica, MinistÃ©rio da SaÃºde and ORC Macro, 2005 (and additional analysis).",DHS,3509.278
553,"Instituto Nacional de Estatistica (INE), UNICEF.","Mozambique multiple indicator cluster survey 2008 (MICS). Maputo, Mozambique: INE, 2009 (and additional analysis).",MICS,4020.577
554,"Ministerio da Saude (MISAU), Instituto Nacional de EstatÃ­stica (INE) e ICF International (ICFI).","MoÃ§ambique inquÃ©rito demogrÃ¡fico e de SaÃºde 2011. Demographic and Health Surveys. Calverton, Maryland, USA: MISAU, INE e ICFI, 2013 (and additional analysis).",DHS,4256.094
555,Instituto Nacional de Estatistica,"RelatÃ³rio final do InquÃ©rito ao OrÃ§amento Familiar - IOF, 2014/15",Other,4635.479
556,Ministry of Health.,"Ministry of Health. Nutrition Situation of Myanmar Children. Preliminary report of the national nutrition survey 1990. Rangoon, Myanmar, 1991 (and additional analysis).",NNS,5276.911
557,Ministry of Health.,"Nutrition situation of Myanmar children. Report of the National Nutrition Survey 1991. Ragoon, Myanmar, 1994 (and additional analysis).",NNS,5194.512
558,Department of Health.,"National nutrition survey, 1994. National Nutrition Centre. Yangon, Myanmar, 1995 (and additional analysis).",NNS,5054.443
559,Ministry of Health.,"Monitoring progress toward the goals of the World Summit for Children through multiple indicator cluster survey (MICS). Yangon, Myanmar, 1995 (and additional analysis).",MICS,5042.426
560,Ministry of Health.,"National nutrition survey 1997. National Nutrition Centre. Yangon, Myanmar, 2000 (and additional analysis).",NNS,5081.455
561,"Department of Health Planning, Ministry of Health and UNICEF (Myanmar).","Union of Myanmar monitoring national programme of action goals though multiple indicator cluster survey 2000. Yangon, Myanmar, 2001 (and additional analysis).",MICS,5207.087
562,"Department of Health Planning, Ministry of Health and UNICEF (Myanmar).","Multiple indicator cluster survey 2003 (MICS). Yangon, Myanmar, 2004 (and additional analysis).",MICS-Style,5362.486
563,Ministry of National Planning and Economic Development and Ministry of Health [Myanmar].,"Myanmar multiple indicator cluster survey 2009 - 2010: Final Report (MICS3). Nay Pyi Taw, Myanmar: Ministry of National Planning and Economic Development and Ministry of Health, 2011.",MICS,5040.175
564,"Ministry of Health and Sports (MOHS), Nay Pyi Taw, Myanmar; ICF International, Rockville, Maryland, USA",Myanmar Demographic and Health Survey 2015-16: Final Report. 2016 (and additional analysis),DHS,4545.614
565,"Katjiuanjo P, Titus S, Zauana M, Boerma T.","Namibia demographic and health survey 1992. Demographic and Health Surveys. Windhoek, Republic of Namibia, 1993 (and additional analysis).",DHS,253.611
566,Ministry of Health and Social Services (MOHSS) [Namibia].,"Namibia demographic and health survey 2000 (Demographic and Health Surveys). Windhoek, Namibia: MOHSS, 2003 (and additional analysis).",DHS,265.43
567,Ministry of Health and Social Services (MoHSS) [Namibia] and Macro International Inc.,"Namibia demographic and health survey 2006-07. Demographic and Health Surveys. Windhoek, Namibia and Calverton, Maryland, USA: MoHSS and Macro International Inc., 2008 (and additional analysis).",DHS,261.428
568,The Nambia Ministry of Health and Social Services (MoHSS) and ICF International.,"The Namibia demographic and health survey 2013. Demographic and Health Surveys. Windhoek, Namibia, and Rockville, Maryland, USA: MoHSS and ICF International, 2014 (and additional analysis).",DHS,313.885
569,"Nauru Bureau of Statistics (NBS), Secretariat of the Pacific Community (SPC) and Macro International Inc.","Nauru 2007 demographic and health survey. Demographic and Health Surveys. Auckland, New Zealand: NBS, SPC and Macro, 2009 ( http://www.spc.int/prism/country/nr/stats/Publication/DHS/dhs.htm, accessed 10/05/11).",DHS-Style,1
570,National Planning Commission.,"Nepal multiple indicator surveillance: cycle I, Jan to March 1995 health and nutrition - final report (MICS). Kathmandu, Nepal, 1996 (and additional analysis).",MICS,3376.775
571,"Ajit Pradhan, Ram Hari Aryal, Gokarna Regmi, Bharat Baan, Pavalavalli Govindasamy.","Nepal family health survey, 1996. Demographic and Health Surveys. Ministry of Health. Kathmandu, Nepal, 1997 (and additional analysis).",DHS,3450.425
572,"Ministry of Health, Child Health Division, HMG/N, New ERA, Micronutrient Initiative, UNICEF Nepal and WHO","Nepal micronutrient status survey 1998. Kathmandu, Nepal: Ministry of Health, Child Health Division, HMG/N, New ERA, Micronutrient Initiative, UNICEF Nepal and WHO, 2000 (and additional analysis).",Other,3561.271
573,"Ministry of Health [Nepal], New ERA, and ORC Macro.","Nepal demographic and health survey 2001. Demographic and Health Surveys. Calverton, Maryland, USA: Family Health Division, Ministry of Health; New ERA; and ORC Macro, 2002 (and additional analysis).",DHS,3601.164
574,"Ministry of Health and Population (MOHP) [Nepal], New ERA, and Macro International Inc.","Nepal demographic and health survey 2006. Demographic and Health Surveys. Kathmandu, Nepal: Ministry of Health and Population, New ERA, and Macro International Inc., 2007 (and additional analysis).",DHS,3243.134
575,"Ministry of Health and Population (MOHP) [Nepal], New ERA, and ICF International Inc.","Nepal demographic and health survey 2011. Demographic and Health Surveys. Kathmandu, Nepal: Ministry of Health and Population, New ERA, and ICF International, Calverton, Maryland 2012 (and additional analysis).",DHS,2983.473
576,Centrel Bureau of Statistics and UNICEF.,Nepal Multiple Indicator Cluster Survey 2014: Final Report (and additional analysis),MICS,2823.184
577,"Ministry of Health, Nepal; New ERA; and ICF","Nepal Demographic and Health Survey 2016. Kathmandu, Nepal: Ministry of Health, Nepal. 2017 (and additional analysis)",DHS,2769.163
578,National Institute for Development Information,"Nicaragua 1993 living standards measurement survey (LSMS). Washington, D.C.: The World Bank, 1997 (and additional analysis).",LSMS,698.285
579,Ministerio de Salud.,"Encuesta nicaragÃ¼ense de demografia y salud 1998. Demographic and Health Surveys.Instituto Nacional de Estadisticas y Censos. Managua, Nicaragua, 1999 (and additional analysis).",DHS,686.398
580,"Instituto Nacional de Estadisticas y Censos (INEC), Ministerio de Salud (MINSA), ORC Macro et al.","Encuesta nicaragÃ¼ense de demografia y salud 2001. Demographic and Health Surveys. Calverton, Maryland, USA: INEC, MINSA, and ORC Macro, 2002 (and additional analysis).",DHS,662.108
581,"Ministra de Salud, MINSA y CDC.","Sistema integrado de vigilancia de interventiones nutricionales (SIVIN): Informe de progreso, Nicaragua 2003-05. Managua, Nicaragua 2008 (and additional analysis).",Surveillance,656.426
582,Instituto Nacional de InformaciÃ³n de Desarrollo (INIDE) y los Centros para el Control y PrevenciÃ³n de Enfermedades (CDC).,"Encuesta nicaragÃ¼ense de demografÃ­a y salud ENDESA 2006/07, informe final. Managua, Nicaragua: INIDE y CDC, 2008 (and additional analysis).",RHS,658.212
583,"Instituto Nacional de InformaciÃ³n de Desarrollo (INIDE), Ministerio de Salud (MINSA)",Encuesta NicaragÃ¼ense de DemografÃ­a y Salud 2011/12 - Informe Final (and additional analysis),Other,670.204
584,MinistÃ¨re de la SantÃ© Publique et des Affaires Sociales.,"EnquÃªte nationale sur la morbiditÃ© et la mortalitÃ©, rapport No 1. Cellule de Planification. Niamey, RÃ©publique de Niger, 1985 (and additional analysis).",Other,1430.492
585,"KourguÃ©ni IA, Garba B, BarrÃ¨re B.","EnquÃªte dÃ©mographique et de santÃ©, Niger 1992. Demographic and Health Surveys. Niamey, Niger, 1993 (and additional analysis).",DHS,1726.439
586,"Attama S, Seroussi M, KourguÃ©ni AI, KochÃ© H, BarrÃ¨re B.","EnquÃªte dÃ©mographique et de santÃ©, Niger 1998. Demographic and Health Surveys. Calverton, Maryland, U.S.A.: Care International/Niger et Macro International Inc., 1998 (and additional analysis).",DHS,2172.025
587,RÃ©publique du Niger and UNICEF,"EnquÃªte Ã  indicateurs multiples de la fin de la dÃ©cennie (MICS2): draft. Niamey: RÃ©publique du Niger and UNICEF, 2001 (and additional analysis).",MICS,2342.97
588,Institut National de la Statistique (INS) et Macro International Inc.,"EnquÃªte dÃ©mographique et de santÃ© et Ã  indicateurs multiples du Niger 2006. Demographic and Health Surveys adn MICS-3. Calverton, Maryland, USA : INS et Macro International Inc., 2007 (and additional adnalysis).",DHS,2960.305
589,Institut National de la Statistique (INS) et ICF International.,"EnquÃªte dÃ©mographique et de santÃ© et indicateurs multiples du Niger 2012. Demographic and Health Surveys and MICS. Calverton, Maryland, USA: INS et ICF International, 2013 (and additional analysis).",DHS,3690.051
590,INS-Niger; WFP; UNICEF,"Rapport dâ€™enquÃªte nationale Nutrition Niger, juin/juillet 2012",SMART,3690.051
591,l'Institut National de la Statistique (INS),"Rapport dâ€™enquÃªte nationale, Nutrition, Niger, Mai/juin 2013, Rapport final Septembre 2013",SMART,3818.03
592,l' Institut National de la Statistique,"Rapport dâ€™enquÃªte nationale, Nutrition, Niger, Juin/juillet 2014, Rapport Final septembre 2014",SMART,3947.465
593,INS-Niger; WFP; UNICEF,"Evaluation Nationale De La Situation Nutritionnelle par La Methodologie SMART Au Niger, November 2016 (and additional analysis)",SMART,4228.159
594,INS-Niger; WFP; UNICEF,"Rapport final de l'enquÃªte nationale de nutrition avec la mÃ©thodologie SMART, 2018",SMART,4503.387
595,Federal Office of Statistics,"Nigerian demographic and health survey 1990. Demographic and Health Surveys. Federal Office of Statistics, Lagos, Nigeria, 1992 (and additional analysis).",DHS,16798.895
596,Federal Ministry of Health and Sociel Services.,"National micronutrient survey, 1993. Ibadan, Nigeria, 1996 (and additional analysis).",Other,17830.17
597,National Population Commission [Nigeria] and ORC Macro.,"Nigeria demographic and health survey 2003. Demographic and Health Surveys. Calverton, Maryland: National Population Commission and ORC Macro, 2004 (and additional analysis).",DHS,23022.562
598,National Bureau of Statistics (NBS).,"Nigeria multiple indicator cluster survey 2007: Final report (MICS). Abuja, Nigeria: NBS, 2007 (and additional analysis).",MICS,25754.299
599,National Population Commission (NPC) [Nigeria] and ICF Macro.,"Nigeria demographic and health survey 2008. Demographic and Health Surveys. Abuja, Nigeria: National Population Commission and ICF Macro, 2009 (and additional analysis).",DHS,26384.573
600,National Bureau of Statistics.,"Nigeria multiple indicator cluster survey 2011 (MICS): Monitoring the situation of children and women. Abuja, Nigeria, 2011 (and additional analysis).",MICS,28405.418
601,National Population Commission (NPC) [Nigeria] and ICF International.,"Nigeria demographic and health survey 2013. Demographic and Health Surveys. Abuja, Nigeria, and Rockville, Maryland, USA: NPC and ICF International, 2014 (and additional analysis).",DHS,29803.348
602,National Bureau of Statistics and UNICEF.,"Summary findings of national nutrition and health survey, 9th feb to 5th May 2014, Nigeria: SMART methods (and additional analysis).",SMART,30478.641
603,"National Bureau of Statistics (NBS), Abuja Nigeria","National Nutrition and Health Surveys (NNHS) - Report on The Nutrition and Health Situation of Nigeria, November 2015",SMART,31132.119
